PopulationSize,Institution,TheoreticalIndex,CooperationIndex,CooperationIndexMin,CooperationIndexMax,CooperationIndexZeroProportion,CooperationIndexWithoutZeros,
12,[[0, 0], [0, 0]],0.007790514478896741,0.009033629557291667,0.0,1.0,0.8821389496527778,0.07660655199892348,
12,[[0, 0], [0, 0]],0.007790514478896741,0.009496993272569445,0.0,1.0,0.8812274168113426,0.07992420677685043,
12,[[0, 0], [0, 0]],0.007790514478896741,0.009253893590856483,0.0,1.0,0.881705287181713,0.07819182204260602,
12,[[0, 0], [0, 0]],0.007790514478896741,0.009310817780671294,0.0,1.0,0.8815937145543982,0.07861497463905603,
12,[[0, 0], [0, 0]],0.007790514478896741,0.009270052445023148,0.0,1.0,0.881685886863426,0.07831596742162643,
12,[[0, 0], [0, 0]],0.007790514478896741,0.009423466073495371,0.0,1.0,0.8813721940104168,0.0794275533366367,
12,[[0, 0], [0, 1]],0.4627661993687701,0.39933612196180557,0.0,1.0,0.41554732421875,0.682626459598804,
12,[[0, 0], [0, 1]],0.4627661993687701,0.41326604021990737,0.0,1.0,0.39957799406828703,0.6877391788002424,
12,[[0, 0], [0, 1]],0.4627661993687701,0.4049348397714121,0.0,1.0,0.40911124059606485,0.6851361928280147,
12,[[0, 0], [0, 1]],0.4627661993687701,0.3859492545572916,0.0,1.0,0.4329921223958333,0.6805468096863875,
12,[[0, 0], [0, 1]],0.4627661993687701,0.4067242610677083,0.0,1.0,0.40712136212384253,0.6853851659509353,
12,[[0, 0], [0, 1]],0.4627661993687701,0.40398940502025465,0.0,1.0,0.4104728139467593,0.6839915142226808,
12,[[0, 1], [0, 0]],0.06161330969353635,0.06513909577546295,0.0,1.0,0.8148591811342591,0.35130836125854986,
12,[[0, 1], [0, 0]],0.06161330969353635,0.06686040328414353,0.0,1.0,0.8127309989872686,0.35689097609995485,
12,[[0, 1], [0, 0]],0.06161330969353635,0.06700704029224538,0.0,1.0,0.8123159599247685,0.3564200080719657,
12,[[0, 1], [0, 0]],0.06161330969353635,0.06305319046585649,0.0,1.0,0.8175034743923612,0.3445424764357083,
12,[[0, 1], [0, 0]],0.06161330969353635,0.06285822084780092,0.0,1.0,0.81814177734375,0.34539580012441634,
12,[[0, 1], [0, 0]],0.06161330969353635,0.06243434642650463,0.0,1.0,0.818125806568287,0.3430191655371235,
12,[[0, 1], [0, 1]],0.0005849304509235106,0.004315353009259259,0.0,1.0,0.8917661921296296,0.03986087221955958,
12,[[0, 1], [0, 1]],0.0005849304509235106,0.00448537037037037,0.0,1.0,0.8915119885706019,0.04132336479343149,
12,[[0, 1], [0, 1]],0.0005849304509235106,0.004301771918402778,0.0,1.0,0.8917896006944445,0.03971465927254334,
12,[[0, 1], [0, 1]],0.0005849304509235106,0.0047227828414351854,0.0,1.0,0.891122335792824,0.04332696401196992,
12,[[0, 1], [0, 1]],0.0005849304509235106,0.004506983506944444,0.0,1.0,0.8914669502314815,0.041491002939501906,
12,[[0, 1], [0, 1]],0.0005849304509235106,0.0043243822337962964,0.0,1.0,0.8917513642939814,0.03991030805046771,
12,[[0, 0], [1, 0]],0.0043600195271226265,0.006232773437499999,0.0,1.0,0.8878329434317129,0.05554982707834667,
12,[[0, 0], [1, 0]],0.0043600195271226265,0.006592399811921296,0.0,1.0,0.8871298372395834,0.05839461295317266,
12,[[0, 0], [1, 0]],0.0043600195271226265,0.006460022063078704,0.0,1.0,0.8874324754050926,0.05737269283341353,
12,[[0, 0], [1, 0]],0.0043600195271226265,0.006627212094907407,0.0,1.0,0.8870656843171296,0.05866966511729813,
12,[[0, 0], [1, 0]],0.0043600195271226265,0.006515183738425926,0.0,1.0,0.8872901562500001,0.05779142505610437,
12,[[0, 0], [1, 0]],0.0043600195271226265,0.006698938440393518,0.0,1.0,0.8869291102430555,0.05923043032559773,
12,[[0, 0], [1, 1]],0.07095791170280523,0.06690509548611111,0.0,1.0,0.8060815530960648,0.3448800309672051,
12,[[0, 0], [1, 1]],0.07095791170280523,0.06523443938078703,0.0,1.0,0.8082293699363425,0.33991139736442716,
12,[[0, 0], [1, 1]],0.07095791170280523,0.06782316695601852,0.0,1.0,0.8047516456886574,0.3467993519437946,
12,[[0, 0], [1, 1]],0.07095791170280523,0.06398164460358796,0.0,1.0,0.8103111480034723,0.33725862932705164,
12,[[0, 0], [1, 1]],0.07095791170280523,0.06891655381944445,0.0,1.0,0.804026297019676,0.3512756475495027,
12,[[0, 0], [1, 1]],0.07095791170280523,0.06598419849537036,0.0,1.0,0.8074274168113426,0.3422809292875362,
12,[[0, 1], [1, 0]],0.05197578035307538,0.024372214988425924,0.0,1.0,0.8666489395254631,0.18229403166308872,
12,[[0, 1], [1, 0]],0.05197578035307538,0.02220609809027778,0.0,1.0,0.8694525788483798,0.16984656566648454,
12,[[0, 1], [1, 0]],0.05197578035307538,0.021047466362847222,0.0,1.0,0.8709463382523148,0.16231320052476775,
12,[[0, 1], [1, 0]],0.05197578035307538,0.02453829029224537,0.0,1.0,0.8665446954571759,0.18345267241981203,
12,[[0, 1], [1, 0]],0.05197578035307538,0.021885091869212964,0.0,1.0,0.8698530946180556,0.1676304172337962,
12,[[0, 1], [1, 0]],0.05197578035307538,0.024083782913773145,0.0,1.0,0.8670747410300926,0.18067163195137914,
12,[[0, 1], [1, 1]],0.06161330969353021,0.06267859447337963,0.0,1.0,0.8178776707175924,0.3439928328787018,
