0.6024419644486968, Z: 35 of [[1, 1], [0, 1]]
0.5611443005344464, Z: 35 of [[1, 1], [0, 1]]
0.6177017545265285, Z: 35 of [[1, 1], [0, 1]]
0.5946591774980875, Z: 35 of [[1, 1], [0, 1]]
0.5203268341659013, Z: 35 of [[1, 1], [0, 1]]
0.5146393535395558, Z: 35 of [[1, 1], [0, 1]]
0.5037492489579137, Z: 35 of [[1, 1], [0, 1]]
0.5102253043114068, Z: 35 of [[1, 1], [0, 1]]

0.8286760075679797, Z: 35 of [[1, 0], [0, 1]]
0.8286752539748635, Z: 35 of [[1, 0], [0, 1]]
0.8286820007874557, Z: 35 of [[1, 0], [0, 1]]
0.8286810253492246, Z: 35 of [[1, 0], [0, 1]]
0.8286692010423924, Z: 35 of [[1, 0], [0, 1]]
0.8286773564013956, Z: 35 of [[1, 0], [0, 1]]
0.8286702717190714, Z: 35 of [[1, 0], [0, 1]]
0.8286818004843707, Z: 35 of [[1, 0], [0, 1]]

0.00755965195940635, Z: 35 of [[0, 0], [0, 0]]
0.008507915108680297, Z: 35 of [[0, 0], [0, 0]]
0.00806827062322453, Z: 35 of [[0, 0], [0, 0]]
0.007357088850895971, Z: 35 of [[0, 0], [0, 0]]
0.007357534808707909, Z: 35 of [[0, 0], [0, 0]]
0.006010654914746094, Z: 35 of [[0, 0], [0, 0]]
0.007110214164814367, Z: 35 of [[0, 0], [0, 0]]
0.005497417186201219, Z: 35 of [[0, 0], [0, 0]]

0.04855178866497691, Z: 35 of [[1, 1], [0, 0]]
0.04499552001364177, Z: 35 of [[1, 1], [0, 0]]
0.04594197854549877, Z: 35 of [[1, 1], [0, 0]]
0.045567311247033344, Z: 35 of [[1, 1], [0, 0]]
0.04700417219988192, Z: 35 of [[1, 1], [0, 0]]
0.04882126547558642, Z: 35 of [[1, 1], [0, 0]]
0.04925220849268452, Z: 35 of [[1, 1], [0, 0]]
0.05192522821891026, Z: 35 of [[1, 1], [0, 0]]
