Generation Number,AllD Count,pDisc Count,Disc Count,AllC Count,AllD Ratio,pDisc Ratio,Disc Ratio,AllC Ratio,
0,5,1,1,3,0.5,0.1,0.1,0.3,0.5,3.0,3,0,,
0,6,1,1,2,0.6,0.1,0.1,0.2,0.0,0.25,3,2,,
0,6,1,2,1,0.6,0.1,0.2,0.1,1.0,0.75,2,0,,
0,7,1,1,1,0.7,0.1,0.1,0.1,-0.25,0.25,1,2,,
0,7,1,1,1,0.7,0.1,0.1,0.1,0.75,1.5,0,0,,
0,7,1,1,1,0.7,0.1,0.1,0.1,0.75,1.15,0,1,,
0,6,2,1,1,0.6,0.2,0.1,0.1,1.75,0.5,0,0,,
0,6,2,1,1,0.6,0.2,0.1,0.1,2.0,1.0,0,0,,
0,6,2,1,1,0.6,0.2,0.1,0.1,1.0,1.25,1,0,,
0,6,2,1,1,0.6,0.2,0.1,0.1,1.0,0.7,0,1,,
1,5,3,1,1,0.5,0.3,0.1,0.1,2.25,0.55,0,1,,
1,5,3,1,1,0.5,0.3,0.1,0.1,1.25,2.5,0,0,,
1,5,3,1,1,0.5,0.3,0.1,0.1,0.2,0.85,2,1,,
1,5,4,0,1,0.5,0.4,0.0,0.1,1.75,2.05,0,1,,
1,4,5,0,1,0.4,0.5,0.0,0.1,1.5,1.75,0,0,,
1,4,5,0,1,0.4,0.5,0.0,0.1,0.0,1.7,3,1,,
1,4,6,0,0,0.4,0.6,0.0,0.0,0.75,0.75,0,0,,
1,4,6,0,0,0.4,0.6,0.0,0.0,2.25,2.75,1,1,,
1,4,6,0,0,0.4,0.6,0.0,0.0,1.0,2.2,0,1,,
1,3,7,0,0,0.3,0.7,0.0,0.0,2.9,2.6,1,1,,
2,3,7,0,0,0.3,0.7,0.0,0.0,0.75,0.5,0,0,,
2,3,7,0,0,0.3,0.7,0.0,0.0,2.8,0.5,1,0,,
2,3,7,0,0,0.3,0.7,0.0,0.0,2.9,0.0,1,0,,
2,3,7,0,0,0.3,0.7,0.0,0.0,2.45,2.85,1,1,,
2,3,7,0,0,0.3,0.7,0.0,0.0,2.3,0.5,1,0,,
2,3,7,0,0,0.3,0.7,0.0,0.0,2.5,2.8,1,1,,
2,3,7,0,0,0.3,0.7,0.0,0.0,2.8,2.0,1,1,,
2,3,7,0,0,0.3,0.7,0.0,0.0,2.4,0.75,1,0,,
2,3,7,0,0,0.3,0.7,0.0,0.0,2.15,0.25,1,0,,
2,3,7,0,0,0.3,0.7,0.0,0.0,2.95,1.0,1,0,,
3,3,7,0,0,0.3,0.7,0.0,0.0,2.95,1.0,1,0,,
3,3,6,1,0,0.3,0.6,0.1,0.0,-0.05,1.1,2,1,,
3,3,6,1,0,0.3,0.6,0.1,0.0,1.4,0.75,1,0,,
3,3,6,1,0,0.3,0.6,0.1,0.0,1.8,2.2,1,1,,
3,3,6,1,0,0.3,0.6,0.1,0.0,0.75,1.95,0,1,,
3,2,7,1,0,0.2,0.7,0.1,0.0,2.65,2.8,1,1,,
3,2,7,1,0,0.2,0.7,0.1,0.0,3.0,2.0,1,0,,
3,2,7,1,0,0.2,0.7,0.1,0.0,1.4,3.2,1,1,,
3,2,7,1,0,0.2,0.7,0.1,0.0,2.8,2.8,1,1,,
3,2,7,1,0,0.2,0.7,0.1,0.0,2.8,2.4,1,1,,
4,2,7,1,0,0.2,0.7,0.1,0.0,2.4,3.4,1,1,,
4,2,7,1,0,0.2,0.7,0.1,0.0,3.0,3.4,1,1,,
4,2,7,1,0,0.2,0.7,0.1,0.0,3.2,3.2,1,1,,
4,2,7,1,0,0.2,0.7,0.1,0.0,3.0,2.0,1,1,,
4,2,7,1,0,0.2,0.7,0.1,0.0,0.75,0.75,0,0,,
4,2,7,1,0,0.2,0.7,0.1,0.0,1.5,2.7,1,1,,
4,2,7,1,0,0.2,0.7,0.1,0.0,3.55,2.05,1,1,,
4,2,7,1,0,0.2,0.7,0.1,0.0,2.8,1.0,1,0,,
4,2,7,1,0,0.2,0.7,0.1,0.0,3.0,3.2,1,1,,
4,2,7,1,0,0.2,0.7,0.1,0.0,1.8,2.6,1,1,,
5,2,7,1,0,0.2,0.7,0.1,0.0,-0.25,2.15,2,1,,
5,2,8,0,0,0.2,0.8,0.0,0.0,3.05,3.5,1,1,,
5,2,8,0,0,0.2,0.8,0.0,0.0,3.25,3.5,1,1,,
5,2,8,0,0,0.2,0.8,0.0,0.0,3.0,3.05,1,1,,
5,2,8,0,0,0.2,0.8,0.0,0.0,0.0,3.15,0,1,,
5,1,9,0,0,0.1,0.9,0.0,0.0,3.6,3.35,1,1,,
5,1,9,0,0,0.1,0.9,0.0,0.0,3.85,3.4,1,1,,
5,1,9,0,0,0.1,0.9,0.0,0.0,3.6,3.8,1,1,,
5,1,9,0,0,0.1,0.9,0.0,0.0,3.8,3.8,1,1,,
