Generation Number,AllD Count,pDisc Count,Disc Count,AllC Count,AllD Ratio,pDisc Ratio,Disc Ratio,AllC Ratio,
0,2,4,2,2,0.2,0.4,0.2,0.2,1.15,2.7,1,1,,
0,2,4,2,2,0.2,0.4,0.2,0.2,2.3,1.65,1,1,,
0,2,4,2,2,0.2,0.4,0.2,0.2,1.3,1.7,2,2,,
0,2,4,2,2,0.2,0.4,0.2,0.2,-0.25,2.75,3,1,,
0,2,5,2,1,0.2,0.5,0.2,0.1,1.1,3.0,2,0,,
0,3,5,1,1,0.3,0.5,0.1,0.1,0.0,1.0,2,0,,
0,4,5,0,1,0.4,0.5,0.0,0.1,1.5,1.25,0,0,,
0,4,5,0,1,0.4,0.5,0.0,0.1,1.5,1.0,1,0,,
0,5,4,0,1,0.5,0.4,0.0,0.1,1.85,1.5,1,3,,
0,5,3,0,2,0.5,0.3,0.0,0.2,1.0,1.9,3,1,,
1,5,4,0,1,0.5,0.4,0.0,0.1,1.5,1.0,0,0,,
1,5,4,0,1,0.5,0.4,0.0,0.1,0.75,1.0,0,0,,
1,5,4,0,1,0.5,0.4,0.0,0.1,0.0,1.5,3,0,,
1,5,4,0,1,0.5,0.4,0.0,0.1,0.0,1.5,3,0,,
1,5,4,0,1,0.5,0.4,0.0,0.1,2.0,0.5,0,0,,
1,5,4,0,1,0.5,0.4,0.0,0.1,3.25,2.0,0,0,,
1,5,4,0,1,0.5,0.4,0.0,0.1,1.0,0.5,0,0,,
1,5,4,0,1,0.5,0.4,0.0,0.1,1.5,1.5,3,0,,
1,6,4,0,0,0.6,0.4,0.0,0.0,1.0,1.0,0,0,,
1,6,4,0,0,0.6,0.4,0.0,0.0,0.5,1.0,0,0,,
2,6,4,0,0,0.6,0.4,0.0,0.0,0.0,0.0,0,0,,
2,6,4,0,0,0.6,0.4,0.0,0.0,0.25,1.0,0,1,,
2,5,5,0,0,0.5,0.5,0.0,0.0,1.6,1.0,1,0,,
2,6,4,0,0,0.6,0.4,0.0,0.0,0.0,1.0,0,1,,
2,5,5,0,0,0.5,0.5,0.0,0.0,1.75,1.65,0,1,,
2,5,5,0,0,0.5,0.5,0.0,0.0,0.9,1.6,1,1,,
2,5,5,0,0,0.5,0.5,0.0,0.0,0.75,0.5,0,0,,
2,5,5,0,0,0.5,0.5,0.0,0.0,0.75,1.15,0,1,,
2,5,5,0,0,0.5,0.5,0.0,0.0,0.0,1.55,0,1,,
2,4,6,0,0,0.4,0.6,0.0,0.0,1.4,1.5,1,0,,
3,5,5,0,0,0.5,0.5,0.0,0.0,0.5,0.5,0,0,,
3,5,5,0,0,0.5,0.5,0.0,0.0,1.1,0.0,1,0,,
3,6,4,0,0,0.6,0.4,0.0,0.0,0.0,0.5,0,0,,
3,6,4,0,0,0.6,0.4,0.0,0.0,1.0,0.0,0,0,,
3,6,4,0,0,0.6,0.4,0.0,0.0,-0.05,1.65,1,1,,
3,6,4,0,0,0.6,0.4,0.0,0.0,1.95,1.4,1,1,,
3,6,4,0,0,0.6,0.4,0.0,0.0,1.15,0.9,1,1,,
